,index,Unnamed: 0,idCarpeta,Año_inicio,Mes_inicio,FechaInicio,Delito,Categoria,Sexo,Edad,TipoPersona,CalidadJuridica,competencia,Año_hecho,Mes_hecho,FechaHecho,HoraHecho,HoraInicio,alcaldia_hechos,municipio_hechos,colonia_datos,fgj_colonia_registro,latitud,longitud,ageb,shp
0,188,192,8325049.0,2019,Enero,2019-01-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,41.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-05,01:15:00,01:53:00,XOCHIMILCO,,TLAXOPAN_XOCHIMILCO,ROSARIO TLALI,19.2378,-99.14423,0813,
1,384,389,8325655.0,2019,Enero,2019-01-06,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-06,04:08:00,04:09:00,ALVARO OBREGON,,BELLA VISTA_ALVARO OBREGON,TOLTECA,19.39518,-99.19339,1773,
2,454,460,8325855.0,2019,Enero,2019-01-06,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,20.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-06,15:42:00,15:50:00,IZTAPALAPA,,SAN JOSE (BARR)_IZTAPALAPA,SAN JOSÉ,19.36676,-99.08792,0750,
3,512,520,8326053.0,2019,Enero,2019-01-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-07,01:00:00,02:15:00,XOCHIMILCO,,SANTA MARIA TEPEPAN (PBLO)_XOCHIMILCO,SANTA MARÍA TEPEPAN,19.27232,-99.13592,0067,
4,519,527,8326074.0,2019,Enero,2019-01-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-07,00:00:00,03:40:00,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.309126666666668,-99.2063,1307,
5,527,535,8326101.0,2019,Enero,2019-01-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-07,05:00:00,07:18:00,GUSTAVO A. MADERO,,SAN FELIPE DE JESUS III_GUSTAVO A. MADERO,SAN FELIPE DE JESÚS,19.50134,-99.07556,085A,
6,788,799,8326837.0,2019,Enero,2019-01-08,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-08,00:19:00,00:40:00,TLAHUAC,,SANTA CECILIA_TLAHUAC,SANTA CECILIA,19.27643,-99.0055,0359,
7,1024,1037,8327606.0,2019,Enero,2019-01-08,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-08,21:10:00,21:52:00,VENUSTIANO CARRANZA,,PENITENCIARIA (AMPL)_VENUSTIANO CARRANZA,PENITENCIARIA,19.43644,-99.11446,0403,
8,1043,1057,8327658.0,2019,Enero,2019-01-08,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-08,22:15:00,23:10:00,BENITO JUAREZ,,NONOALCO_BENITO JUAREZ,SANTA MARIA NONOALCO,19.37688,-99.18902,0685,
9,1578,1595,8329326.0,2019,Enero,2019-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-10,19:00:00,21:17:00,GUSTAVO A. MADERO,,LA PASTORA_GUSTAVO A. MADERO,LA PASTORA,19.52718,-99.13896,0332,
10,1585,1602,8329343.0,2019,Enero,2019-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-10,21:14:00,21:48:00,COYOACAN,,NUEVA DIAZ ORDAZ_COYOACAN,NUEVA DIAZ ORDAZ,19.32581,-99.14761,0662,
11,1587,1604,8329350.0,2019,Enero,2019-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,47.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-10,20:15:00,21:57:00,GUSTAVO A. MADERO,,EL CARMEN_GUSTAVO A. MADERO,DEL CARMEN,19.54341,-99.13036,0169,
12,1588,1605,8329350.0,2019,Enero,2019-01-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,57.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-10,20:15:00,21:57:00,GUSTAVO A. MADERO,,EL CARMEN_GUSTAVO A. MADERO,DEL CARMEN,19.54341,-99.13036,0169,
13,1874,1896,8330231.0,2019,Enero,2019-01-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-11,21:15:00,22:34:00,ALVARO OBREGON,,OLIVAR DEL CONDE 1RA SECCION II_ALVARO OBREGON,OLIVAR DEL CONDE 1A SECCIÓN,19.37666,-99.20877,0493,
14,1907,1929,8330349.0,2019,Enero,2019-01-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,18.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-12,00:05:00,06:40:00,IZTACALCO,,AMPLIACION RAMOS MILLAN_IZTACALCO,CARLOS ZAPATA VELA,19.38535,-99.09881,1130,
15,1984,2007,8330622.0,2019,Enero,2019-01-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-12,00:00:00,16:21:00,ALVARO OBREGON,,OLIVAR DEL CONDE 1RA SECCION II_ALVARO OBREGON,OLIVAR DEL CONDE 1A SECCIÓN,19.37483,-99.20965,0597,
16,2686,2715,8446275.0,2019,Junio,2019-06-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,37.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-07,16:40:00,17:10:21,TLALPAN,,PARAJE 38_TLALPAN,PARAJE 38,19.26762,-99.21124,1570,
17,2791,2820,8446586.0,2019,Junio,2019-06-08,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,25.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-08,01:10:00,01:04:42,ALVARO OBREGON,,REAL DEL MONTE_ALVARO OBREGON,CENTRAL CAMIONERA PONIENTE,19.39504,-99.19928,0116,
18,2993,3022,8447180.0,2019,Junio,2019-06-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,17.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Junio,2019-06-08,23:30:00,00:16:38,TLALPAN,,PEDREGAL DE SN NICOLAS 3A SECC_TLALPAN,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,19.28426,-99.23927,0604,
19,3175,3206,8447664.0,2019,Junio,2019-06-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-09,21:30:00,21:52:45,GUSTAVO A. MADERO,,LA PASTORA_GUSTAVO A. MADERO,LA PASTORA,19.52486,-99.13532,0332,
20,3685,3718,8449183.0,2019,Junio,2019-06-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Junio,2019-06-11,16:55:00,17:55:15,TLAHUAC,,DEL MAR SUR_TLAHUAC,DEL MAR,19.28703,-99.05674,0306,
21,3793,3826,8449495.0,2019,Junio,2019-06-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-12,01:00:00,02:26:02,MILPA ALTA,,No especificado_MILPA ALTA,SAN MIGUEL (SAN PABLO OZTOTEPEC),19.1871,-99.0709,0191,
22,4004,4042,8450192.0,2019,Junio,2019-06-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-12,18:40:00,20:28:47,ALVARO OBREGON,,JALALPA (AMPL)_ALVARO OBREGON,AMPLIACIÓN JALALPA,19.37944,-99.23299,0440,
23,4074,4112,8450388.0,2019,Junio,2019-06-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-13,02:10:00,03:09:58,TLALPAN,,AMPLIACION MIGUEL HIDALGO 2A SECC_TLALPAN,MIGUEL HIDALGO 2A SECCIÓN,19.28057,-99.19708,0892,
24,4082,4120,8450417.0,2019,Junio,2019-06-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,39.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-13,06:50:00,08:09:34,IZTAPALAPA,,SANTA MARIA AZTAHUACAN (EJ) I_IZTAPALAPA,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,19.35844,-99.03645,1087,
25,5060,5108,8418177.0,2019,Mayo,2019-05-03,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,43.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-03,00:10:00,00:50:00,IZTAPALAPA,,PASEOS DE CHURUBUSCO_IZTAPALAPA,CENTRAL DE ABASTO,19.37577,-99.09229,2475,
26,5358,5409,8419141.0,2019,Mayo,2019-05-04,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-04,01:30:00,02:57:00,CUAUHTEMOC,,PERALVILLO II_CUAUHTEMOC,PERALVILLO,19.46111,-99.13121,0038,
27,5375,5428,8419205.0,2019,Mayo,2019-05-04,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,58.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-04,08:30:00,08:51:00,GUSTAVO A. MADERO,,PANAMERICANA (AMPL)_GUSTAVO A. MADERO,AMPLIACIÓN PANAMERICANA,19.47634,-99.14238,1383,
28,5378,5431,8419217.0,2019,Mayo,2019-05-04,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,77.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-04,10:00:00,10:03:00,GUSTAVO A. MADERO,,PALMATITLA_GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,19.55565,-99.13357,0050,
29,5522,5576,8419671.0,2019,Mayo,2019-05-04,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-04,23:45:00,23:54:00,TLAHUAC,,LAS ARBOLEDAS_TLAHUAC,LAS ARBOLEDAS,19.30705,-99.05524,001A,
30,5530,5584,8419690.0,2019,Mayo,2019-05-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019.0,Mayo,2019-05-05,01:15:00,01:22:00,ALVARO OBREGON,,1RA VICTORIA SECCION BOSQUES_ALVARO OBREGON,1A VICTORIA,19.38822,-99.19727,1788,
31,5533,5587,8419694.0,2019,Mayo,2019-05-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-05,00:25:00,01:43:00,VENUSTIANO CARRANZA,,MORELOS I_VENUSTIANO CARRANZA,ZONA CENTRO,19.43748,-99.12367,0367,
32,5534,5588,8419698.0,2019,Mayo,2019-05-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,38.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-05,00:30:00,02:27:00,GUSTAVO A. MADERO,,CHALMA DE GUADALUPE I_GUSTAVO A. MADERO,CHALMA DE GUADALUPE,19.55514,-99.15336,0099,
33,5541,5595,8419733.0,2019,Mayo,2019-05-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,32.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-05,05:50:00,05:51:00,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.28713,-99.08552,1281,
34,5559,5613,8419793.0,2019,Mayo,2019-05-05,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-05,06:30:00,11:02:00,MIGUEL HIDALGO,,ARGENTINA ANTIGUA_MIGUEL HIDALGO,ARGENTINA ANTIGUA,19.45388,-99.2037,011A,
35,5864,5923,8420777.0,2019,Mayo,2019-05-06,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-06,18:10:00,18:21:00,MIGUEL HIDALGO,,ANAHUAC II_MIGUEL HIDALGO,ANAHUAC,19.44072,-99.17638,0482,
37,5958,6018,8421050.0,2019,Mayo,2019-05-06,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-06,23:25:00,23:49:00,IZTAPALAPA,,JOSE LOPEZ PORTILLO I_IZTAPALAPA,JOSÉ LÓPEZ PORTILLO,19.30412,-99.08579,3492,
38,5981,6041,8421151.0,2019,Mayo,2019-05-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,35.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-07,06:00:00,06:18:00,GUSTAVO A. MADERO,,PROGRESO NACIONAL II_GUSTAVO A. MADERO,AMPLIACIÓN PROGRESO NACIONAL,19.51615,-99.15408,0455,
39,6170,6231,8421819.0,2019,Mayo,2019-05-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,46.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-07,17:00:00,20:42:00,GUSTAVO A. MADERO,,CUAUTEPEC EL ALTO (PBLO)_GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,19.55772,-99.13613,0050,
40,6374,6436,8436624.0,2019,Mayo,2019-05-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,53.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-26,09:20:00,21:21:00,COYOACAN,,CTM IX CULHUACAN 32-33 (U HAB)_COYOACAN,CULHUACÁN CTM SECCIÓN IX,19.30985,-99.10473,1514,
41,6954,7019,8439181.0,2019,Mayo,2019-05-29,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-29,17:00:00,18:45:00,MIGUEL HIDALGO,,5 DE MAYO_MIGUEL HIDALGO,5 DE MAYO,19.44883,-99.20032,132A,
42,7015,7080,8439360.0,2019,Mayo,2019-05-29,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,35.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-29,20:45:00,22:16:00,COYOACAN,,SAN MATEO (BARR)_COYOACAN,SAN MATEO,19.34913,-99.14557,0060,
43,7361,7428,8440417.0,2019,Mayo,2019-05-31,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-31,07:50:00,08:51:00,MIGUEL HIDALGO,,LOMAS VIRREYES (LOMAS DE CHAPULTEPEC)_MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC IV SECCIÓN (LOMAS VIRREYES),19.41992,-99.2075,0995,
45,8068,8146,8442762.0,2019,Junio,2019-06-03,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-03,14:15:00,15:41:06,IZTAPALAPA,,CHINAMPAC DE JUAREZ II_IZTAPALAPA,CABEZA DE JUAREZ IX,19.37651,-99.05225,5183,
46,8119,8197,8442931.0,2019,Junio,2019-06-03,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-03,16:15:00,18:24:58,LA MAGDALENA CONTRERAS,,LAS CRUCES_LA MAGDALENA CONTRERAS,LAS CRUCES,19.31973,-99.25495,0527,
47,8155,8233,8443052.0,2019,Junio,2019-06-03,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-03,20:04:00,20:24:33,IZTAPALAPA,,CITLALLI_IZTAPALAPA,CITLALLI,19.34472,-99.02524,2776,
48,8877,8961,8452012.0,2019,Junio,2019-06-14,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,LESIONADO,FUERO COMUN,2019.0,Junio,2019-06-14,11:30:00,23:57:29,GUSTAVO A. MADERO,,SANTA ISABEL TOLA (PBLO)_GUSTAVO A. MADERO,SANTA ISABEL TOLA,19.4912,-99.11729,0760,
49,8914,8998,8452126.0,2019,Junio,2019-06-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-15,05:30:00,06:10:36,IZTAPALAPA,,CONSEJO AGRARISTA MEXICANO I_IZTAPALAPA,CONSEJO AGRARISTA MEXICANO,19.32063,-99.05668,4170,
50,8915,8999,8452126.0,2019,Junio,2019-06-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Junio,2019-06-15,05:30:00,06:10:36,IZTAPALAPA,,CONSEJO AGRARISTA MEXICANO I_IZTAPALAPA,CONSEJO AGRARISTA MEXICANO,19.32063,-99.05668,4170,
51,9067,9152,8452559.0,2019,Junio,2019-06-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,39.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-15,21:15:00,21:53:11,GUSTAVO A. MADERO,,C T M ARAGON AMPLIACION (U)_GUSTAVO A. MADERO,AMPLIACION SAN JUAN DE ARAGON CTM,19.45591,-99.05349,2714,
52,9241,9328,8453103.0,2019,Junio,2019-06-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-16,23:15:00,00:01:20,GUSTAVO A. MADERO,,LA CANDELARIA TICOMAN (BARR)_GUSTAVO A. MADERO,BARRIO CANDELARIA TICOMÁN,19.52404,-99.13523,2837,
53,9248,9335,8453130.0,2019,Junio,2019-06-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-16,22:30:00,01:26:59,TLALPAN,,AMPLIACION MIGUEL HIDALGO 2A SECC_TLALPAN,MIGUEL HIDALGO 3A SECCIÓN,19.27807,-99.20188,2193,
54,9253,9340,8453143.0,2019,Junio,2019-06-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,52.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-16,22:20:00,02:46:18,CUAUHTEMOC,,SANTA MARIA LA RIBERA I_CUAUHTEMOC,SANTA MARIA LA RIBERA,19.45362,-99.15316,0470,
55,9270,9357,8453167.0,2019,Junio,2019-06-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,37.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-17,03:00:00,07:16:49,GUSTAVO A. MADERO,,No especificado_GUSTAVO A. MADERO,,19.344395,-99.14201,0164,
56,9707,9801,8454529.0,2019,Junio,2019-06-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-18,17:00:00,17:19:45,TLALPAN,,HEROES DE PADIERNA II_TLALPAN,HÉROES DE PADIERNA,19.28214,-99.2223,0820,
57,9758,9853,8454686.0,2019,Junio,2019-06-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,54.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-18,19:45:00,20:32:07,IZTAPALAPA,,STA MARTHA ACATITLA NTE (AMPL) II_IZTAPALAPA,SANTA MARTHA ACATITLA NORTE,19.37458,-99.01309,0638,
58,10024,10124,8432437.0,2019,Mayo,2019-05-21,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-21,17:10:00,17:14:00,TLALPAN,,AMPLIACION MIGUEL HIDALGO 2A SECC_TLALPAN,MIGUEL HIDALGO 2A SECCIÓN,19.28099,-99.19832,0888,
59,10122,10223,8432698.0,2019,Mayo,2019-05-21,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-21,21:15:00,22:18:00,VENUSTIANO CARRANZA,,MORELOS I_VENUSTIANO CARRANZA,MORELOS,19.44746,-99.12397,0210,
60,10180,10283,8432859.0,2019,Mayo,2019-05-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,53.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-22,06:10:00,07:13:00,CUAUHTEMOC,,BUENAVISTA II_CUAUHTEMOC,BUENAVISTA,19.44315,-99.15064,0610,
61,10498,10603,8433764.0,2019,Mayo,2019-05-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,56.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-23,00:30:00,01:16:00,GUSTAVO A. MADERO,,SAN FELIPE DE JESUS IV_GUSTAVO A. MADERO,SAN FELIPE DE JESÚS,19.49379,-99.07009,1059,
62,10804,10911,8434670.0,2019,Mayo,2019-05-24,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,46.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-24,00:20:00,02:18:00,TLALPAN,,ISIDRO  FABELA (AMPL)_TLALPAN,ISIDRO FABELA,19.29831,-99.17064,0159,
63,11061,11169,8435520.0,2019,Mayo,2019-05-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-25,00:32:00,02:13:00,GUSTAVO A. MADERO,,TRES ESTRELLAS_GUSTAVO A. MADERO,TRES ESTRELLAS,19.4712,-99.11002,1839,
64,11062,11170,8435520.0,2019,Mayo,2019-05-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,25.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Mayo,2019-05-25,00:32:00,02:13:00,GUSTAVO A. MADERO,,TRES ESTRELLAS_GUSTAVO A. MADERO,TRES ESTRELLAS,19.4712,-99.11002,1839,
65,11070,11178,8435552.0,2019,Mayo,2019-05-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-25,03:10:00,03:47:00,IZTAPALAPA,,MIGUEL DE LA MADRID HURTADO_IZTAPALAPA,IZTLAHUACÁN,19.34353,-99.00035,2795,
66,11071,11179,8435552.0,2019,Mayo,2019-05-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,23.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-25,03:10:00,03:47:00,IZTAPALAPA,,MIGUEL DE LA MADRID HURTADO_IZTAPALAPA,IZTLAHUACÁN,19.34353,-99.00035,2795,
67,11078,11186,8435570.0,2019,Mayo,2019-05-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,53.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-25,02:40:00,05:34:00,VENUSTIANO CARRANZA,,JANITZIO_VENUSTIANO CARRANZA,JANITZIO,19.44934,-99.11764,016A,
68,11238,11349,8436113.0,2019,Mayo,2019-05-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,51.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-25,21:30:00,22:32:00,MIGUEL HIDALGO,,TLAXPANA_MIGUEL HIDALGO,TLAXPANA,19.44025,-99.16974,050A,
69,11269,11381,8436219.0,2019,Mayo,2019-05-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-26,05:45:00,06:00:00,LA MAGDALENA CONTRERAS,,SAN BERNABE OCOTEPEC (PBLO)_LA MAGDALENA CONTRERAS,SAN BERNABÉ OCOTEPEC,19.3126,-99.25966,0387,
70,11272,11384,8436226.0,2019,Mayo,2019-05-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-26,05:20:00,06:53:00,ALVARO OBREGON,,PALMAS_ALVARO OBREGON,GOLONDRINAS,19.3763,-99.21536,1985,
71,11275,11387,8436235.0,2019,Mayo,2019-05-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,43.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-26,05:00:00,07:11:00,ALVARO OBREGON,,GOLONDRINAS_ALVARO OBREGON,GOLONDRINAS,19.37889,-99.2128,199A,
72,11276,11388,8436235.0,2019,Mayo,2019-05-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,38.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-26,05:00:00,07:11:00,ALVARO OBREGON,,GOLONDRINAS_ALVARO OBREGON,GOLONDRINAS,19.37889,-99.2128,199A,
