,index,Unnamed: 0,idCarpeta,Año_inicio,Mes_inicio,FechaInicio,Delito,Categoria,Sexo,Edad,TipoPersona,CalidadJuridica,competencia,Año_hecho,Mes_hecho,FechaHecho,HoraHecho,HoraInicio,alcaldia_hechos,municipio_hechos,colonia_datos,fgj_colonia_registro,latitud,longitud,ageb,shp
273,52129,52737,8387623.0,2019,Marzo,2019-03-24,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-19,20:00:00,22:59:00,GUSTAVO A. MADERO,,No especificado_GUSTAVO A. MADERO,,19.36254,-99.142655,1024,
274,52155,52765,8387710.0,2019,Marzo,2019-03-25,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,35.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-25,05:00:00,04:53:00,IZTAPALAPA,,CHINAMPAC DE JUAREZ I_IZTAPALAPA,CHINAMPAC DE JUÁREZ,19.37629,-99.05468,5484,
275,52439,53050,8388605.0,2019,Marzo,2019-03-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-26,01:20:00,01:50:00,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.319495,-99.21017,1260,
276,53262,53881,8391184.0,2019,Marzo,2019-03-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,56.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-28,17:00:00,18:14:00,ALVARO OBREGON,,BARRIO NORTE_ALVARO OBREGON,BARRIO NORTE,19.37762,-99.20892,0474,
277,53661,54282,8392386.0,2019,Marzo,2019-03-30,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-30,02:35:00,02:41:00,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.361125,-99.0843,0750,
278,53700,54322,8392497.0,2019,Marzo,2019-03-30,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,45.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-30,10:30:00,10:58:00,GUSTAVO A. MADERO,,NUEVA ATZACOALCO II_GUSTAVO A. MADERO,NUEVA ATZACOALCO,19.49654,-99.08543,1025,
279,53744,54366,8392649.0,2019,Marzo,2019-03-30,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,32.0,FISICA,CADAVER,FUERO COMUN,2019.0,Marzo,2019-03-30,12:50:00,14:15:00,GUSTAVO A. MADERO,,TLALPEXCO_GUSTAVO A. MADERO,TLALPEXCO,19.54411,-99.12674,3411,
280,53919,54542,8398154.0,2019,Abril,2019-04-06,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,36.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-05,23:55:00,00:43:48,GUSTAVO A. MADERO,,TLACAMACA_GUSTAVO A. MADERO,TLACAMACA,19.47554,-99.13379,1400,
281,54138,54764,8398828.0,2019,Abril,2019-04-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-07,03:45:00,07:26:41,GUSTAVO A. MADERO,,No especificado_GUSTAVO A. MADERO,,19.440435,-99.17199,0497,
282,54289,54916,8399228.0,2019,Abril,2019-04-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-07,20:30:00,21:09:50,IZTAPALAPA,,STA MA AZTAHUACAN (PBLO)_IZTAPALAPA,SANTA MARIA AZTAHUACAN,19.3506,-99.01944,1710,
283,54290,54917,8399228.0,2019,Abril,2019-04-07,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,45.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Abril,2019-04-07,20:30:00,21:09:50,IZTAPALAPA,,STA MA AZTAHUACAN (PBLO)_IZTAPALAPA,SANTA MARIA AZTAHUACAN,19.3506,-99.01944,1710,
284,54317,54945,8399323.0,2019,Abril,2019-04-08,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-08,02:30:00,02:31:06,VENUSTIANO CARRANZA,,MORELOS I_VENUSTIANO CARRANZA,MORELOS,19.45014,-99.12351,0210,
285,54712,55343,8400606.0,2019,Abril,2019-04-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,38.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-09,12:01:00,13:54:32,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.382355,-99.11256,1075,
286,55405,56046,8402833.0,2019,Abril,2019-04-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,53.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-11,21:15:00,22:05:39,MIGUEL HIDALGO,,GRANADA_MIGUEL HIDALGO,GRANADA,19.44049,-99.18943,0478,
287,55442,56084,8402973.0,2019,Abril,2019-04-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-12,03:04:00,04:22:38,IZTACALCO,,SANTIAGO SUR_IZTACALCO,SANTIAGO SUR,19.38668,-99.12715,0753,
288,55798,56443,8404087.0,2019,Abril,2019-04-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,29.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-13,16:10:00,17:02:21,TLAHUAC,,DEL MAR SUR_TLAHUAC,DEL MAR,19.28906,-99.06366,0325,
289,55813,56460,8404138.0,2019,Abril,2019-04-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-13,17:55:00,18:42:09,TLALPAN,,SN JUAN  TEPEXIMILPA (AMPL)_TLALPAN,TEPEXIMILPA SERVIMET,19.27303,-99.19225,2278,
290,55927,56575,8404458.0,2019,Abril,2019-04-14,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-14,11:30:00,11:54:53,CUAUHTEMOC,,OBRERA IV_CUAUHTEMOC,OBRERA,19.41063,-99.13918,1267,
291,56053,56701,8404844.0,2019,Abril,2019-04-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-14,23:13:00,00:31:55,TLAHUAC,,GRANJAS CABRERA_TLAHUAC,GRANJAS CABRERA,19.29696,-99.06228,0058,
292,56066,56714,8404885.0,2019,Abril,2019-04-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,23.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-15,02:00:00,03:12:47,IZTAPALAPA,,LOMAS DE SAN LORENZO I_IZTAPALAPA,LOMAS DE SAN LORENZO,19.31856,-99.05824,4185,
293,56067,56715,8404885.0,2019,Abril,2019-04-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Abril,2019-04-15,02:00:00,03:12:47,IZTAPALAPA,,LOMAS DE SAN LORENZO I_IZTAPALAPA,LOMAS DE SAN LORENZO,19.31856,-99.05824,4185,
294,56078,56726,8404921.0,2019,Abril,2019-04-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-15,06:20:00,08:28:57,CUAUHTEMOC,,TRANSITO_CUAUHTEMOC,TRANSITO,19.41738,-99.12879,1074,
295,56306,56955,8405706.0,2019,Abril,2019-04-15,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-15,21:30:00,23:29:27,CUAUHTEMOC,,BUENAVISTA I_CUAUHTEMOC,BUENAVISTA,19.44994,-99.14644,0502,
296,56346,56995,8405922.0,2019,Abril,2019-04-16,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,31.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-16,09:50:00,10:46:07,GUSTAVO A. MADERO,,SAN FELIPE DE JESUS II_GUSTAVO A. MADERO,SAN FELIPE DE JESÚS,19.49012,-99.07317,1218,
297,56578,57234,8406716.0,2019,Abril,2019-04-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-17,03:05:00,04:22:12,LA MAGDALENA CONTRERAS,,ATACAXCO_LA MAGDALENA CONTRERAS,ATACAXCO,19.31484,-99.25209,0546,
298,57257,57921,8430013.0,2019,Mayo,2019-05-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,35.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-18,08:12:00,09:16:00,IZTACALCO,,PANTITLAN I_IZTACALCO,AGRÍCOLA PANTITLAN,19.42068,-99.06589,0024,
299,57400,58064,8430415.0,2019,Mayo,2019-05-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,19.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-18,19:45:00,21:52:00,IZTAPALAPA,,DESARROLLO URBANO QUETZALCOATL  II_IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL,19.32966,-99.04287,3079,
300,57401,58065,8430415.0,2019,Mayo,2019-05-18,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,25.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Mayo,2019-05-18,19:45:00,21:52:00,IZTAPALAPA,,DESARROLLO URBANO QUETZALCOATL  II_IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL,19.32966,-99.04287,3079,
301,57571,58237,8430914.0,2019,Mayo,2019-05-19,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-19,19:46:00,20:39:00,GUSTAVO A. MADERO,,ZONA ESCOLAR I_GUSTAVO A. MADERO,ZONA ESCOLAR,19.53996,-99.15345,0173,
302,58199,58869,8426059.0,2019,Mayo,2019-05-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,54.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-13,15:25:00,15:51:00,MIGUEL HIDALGO,,POLANCO REFORMA (POLANCO)_MIGUEL HIDALGO,POLANCO,19.43613,-99.20133,0444,
303,58261,58931,8426244.0,2019,Mayo,2019-05-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,23.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-13,19:10:00,19:18:00,IZTAPALAPA,,REFORMA POLITICA II_IZTAPALAPA,REFORMA POLÍTICA,19.34439,-99.02795,4999,
304,58298,58968,8426333.0,2019,Mayo,2019-05-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,26.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-13,20:00:00,20:46:00,CUAUHTEMOC,,DOCTORES IV_CUAUHTEMOC,DOCTORES,19.41039,-99.14922,1233,
305,58572,59242,8427180.0,2019,Mayo,2019-05-14,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,26.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-14,18:40:00,19:07:00,CUAUHTEMOC,,HIPODROMO II_CUAUHTEMOC,HIPÓDROMO,19.40698,-99.17351,1426,
306,58573,59243,8427180.0,2019,Mayo,2019-05-14,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-14,18:40:00,19:07:00,CUAUHTEMOC,,HIPODROMO II_CUAUHTEMOC,HIPÓDROMO,19.40698,-99.17351,1426,
307,58987,59661,8422627.0,2019,Mayo,2019-05-08,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-08,17:50:00,18:24:00,VENUSTIANO CARRANZA,,MORELOS II_VENUSTIANO CARRANZA,MORELOS,19.4461,-99.12073,0225,
309,59703,60386,8425099.0,2019,Mayo,2019-05-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,22.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019.0,Mayo,2019-05-11,22:00:00,23:33:00,XOCHIMILCO,,SAN BARTOLO EL CHICO_XOCHIMILCO,SANTA MARÍA TEPEPAN,19.28217,-99.13565,0029,
310,59714,60397,8425128.0,2019,Mayo,2019-05-12,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,25.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-11,23:38:00,01:08:00,CUAUHTEMOC,,SANTA MARIA LA RIBERA II_CUAUHTEMOC,SANTA MARIA LA RIBERA,19.44956,-99.155,0485,
311,59904,60588,8412968.0,2019,Abril,2019-04-26,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-26,00:15:00,01:06:42,ALVARO OBREGON,,BARRIO NORTE_ALVARO OBREGON,BARRIO NORTE,19.37877,-99.20549,0474,
312,60358,61048,8414336.0,2019,Abril,2019-04-27,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,48.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-27,18:20:00,20:26:39,ALVARO OBREGON,,LIBERALES DE 1857_ALVARO OBREGON,LIBERALES DE 1857,19.39494,-99.21022,1434,
313,60417,61107,8414510.0,2019,Abril,2019-04-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-28,02:30:00,04:44:49,IZTAPALAPA,,EL MIRADOR_IZTAPALAPA,EL MIRADOR,19.33763,-99.10168,1778,
314,60748,61443,8415500.0,2019,Abril,2019-04-29,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,18.0,FISICA,CADAVER,FUERO COMUN,2019.0,Abril,2019-04-29,16:45:00,16:49:30,IZTAPALAPA,,EJTO CONSTITUCIONALISTA_IZTAPALAPA,UNIDAD EJÉRCITO CONSTITUCIONALISTA,19.38437,-99.05775,0229,
315,60915,61611,8423808.0,2019,Mayo,2019-05-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Femenino,25.0,FISICA,VICTIMA,FUERO COMUN,2019.0,Mayo,2019-05-10,00:53:00,02:23:00,GUSTAVO A. MADERO,,INDUSTRIAL II_GUSTAVO A. MADERO,INDUSTRIAL,19.46962,-99.12826,1580,
316,60922,61618,8423847.0,2019,Mayo,2019-05-10,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2019.0,Mayo,2019-05-10,02:54:00,04:45:00,CUAJIMALPA DE MORELOS,,SAN PEDRO CUAJIMALPA (PBLO)_CUAJIMALPA DE MORELOS,CUAJIMALPA,19.35605,-99.30118,0091,
317,61069,61766,8363056.0,2019,Febrero,2019-02-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,28.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-21,22:40:00,01:00:11,TLALPAN,,SAN ANDRES TOTOLTEPEC (PBLO)_TLALPAN,SAN ANDRÉS TOTOLTEPEC,19.25162,-99.16688,2013,
318,61145,61843,8363495.0,2019,Febrero,2019-02-22,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,37.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-22,13:15:00,14:51:54,MIGUEL HIDALGO,,BOSQUES DE CHAPULTEPEC (POLANCO)_MIGUEL HIDALGO,POLANCO,19.42868,-99.18709,0783,
319,61321,62020,8363991.0,2019,Febrero,2019-02-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-23,00:20:00,02:11:50,IZTACALCO,,AGRICOLA ORIENTAL IV_IZTACALCO,AGRÍCOLA ORIENTAL,19.39679,-99.06754,0359,
320,61330,62029,8364016.0,2019,Febrero,2019-02-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-22,23:30:00,04:38:13,COYOACAN,,No especificado_COYOACAN,,19.44391,-99.180385,0482,
321,61336,62035,8364033.0,2019,Febrero,2019-02-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,39.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-23,05:38:00,06:17:42,IZTAPALAPA,,No especificado_IZTAPALAPA,,19.40878,-99.1344425,1271,
322,61462,62162,8364419.0,2019,Febrero,2019-02-23,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,55.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-23,18:00:00,18:20:32,COYOACAN,,No especificado_COYOACAN,,19.373595,-99.16852,0740,
323,61997,62703,8342529.0,2019,Enero,2019-01-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,23.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Enero,2019-01-27,22:20:00,02:06:00,TLAHUAC,,SANTA CECILIA_TLAHUAC,SANTA CECILIA,19.27925,-99.0068,0359,
324,62453,63170,8344106.0,2019,Enero,2019-01-29,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,20.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-29,07:05:00,19:37:00,VENUSTIANO CARRANZA,,MORELOS II_VENUSTIANO CARRANZA,MORELOS,19.43847,-99.12106,0390,
325,62570,63287,8344484.0,2019,Enero,2019-01-30,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,No especificado,FISICA,VICTIMA,FUERO COMUN,2019.0,Enero,2019-01-30,10:52:00,11:12:00,AZCAPOTZALCO,,ARENAL_AZCAPOTZALCO,ARENAL,19.46506,-99.15424,0769,
326,62859,63580,8347067.0,2019,Febrero,2019-02-02,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-02,07:10:00,07:12:14,MIGUEL HIDALGO,,TACUBA_MIGUEL HIDALGO,TACUBA,19.45411,-99.18971,0158,
327,62969,63690,8348026.0,2019,Febrero,2019-02-03,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,23.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-03,21:30:00,21:47:45,TLALPAN,,SN JUAN  TEPEXIMILPA (AMPL)_TLALPAN,TEPEXIMILPA SERVIMET,19.27241,-99.19326,2278,
328,62977,63699,8348084.0,2019,Febrero,2019-02-04,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,24.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-04,00:00:00,00:20:21,ALVARO OBREGON,,SANTA LUCIA_ALVARO OBREGON,SANTA LUCIA,19.35621,-99.25265,2305,
329,63057,63779,8348659.0,2019,Febrero,2019-02-04,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,60.0,FISICA,VICTIMA,FUERO COMUN,2019.0,Febrero,2019-02-04,20:10:00,21:43:14,TLALPAN,,CANTERA PUENTE DE PIEDRA_TLALPAN,CANTERA PUENTE DE PIEDRA,19.29933,-99.1644,0182,
330,63234,63957,8352485.0,2019,Febrero,2019-02-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-09,01:00:00,01:27:28,IZTAPALAPA,,SAN LORENZO TEZONCO (BARR)_IZTAPALAPA,SAN LORENZO,19.30498,-99.06931,2117,
331,63251,63975,8352554.0,2019,Febrero,2019-02-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,18.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Febrero,2019-02-09,05:45:00,07:55:58,IZTAPALAPA,,SAN JUAN XALPA I_IZTAPALAPA,SAN JUAN XALPA,19.33539,-99.08466,5709,
332,63252,63976,8352554.0,2019,Febrero,2019-02-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,27.0,FISICA,LESIONADO,FUERO COMUN,2019.0,Febrero,2019-02-09,05:45:00,07:55:58,IZTAPALAPA,,SAN JUAN XALPA I_IZTAPALAPA,SAN JUAN XALPA,19.33539,-99.08466,5709,
333,63369,64094,8352949.0,2019,Febrero,2019-02-09,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,18.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-09,18:25:00,18:36:17,GUSTAVO A. MADERO,,GABRIEL HERNANDEZ (AMPL) II_GUSTAVO A. MADERO,AMPLIACIÓN GABRIEL HERNÁNDEZ,19.50496,-99.10741,0667,
334,63673,64404,8353879.0,2019,Febrero,2019-02-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,20.0,FISICA,VICTIMA,FUERO COMUN,2019.0,Febrero,2019-02-11,10:47:00,12:08:36,IZTAPALAPA,,SANTA MARIA AZTAHUACAN (EJ) II_IZTAPALAPA,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,19.34432,-99.03054,1706,
335,63674,64405,8353879.0,2019,Febrero,2019-02-11,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,26.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-11,10:47:00,12:08:36,IZTAPALAPA,,SANTA MARIA AZTAHUACAN (EJ) II_IZTAPALAPA,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,19.34432,-99.03054,1706,
336,64130,64869,8355495.0,2019,Febrero,2019-02-13,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-13,00:10:00,02:21:27,LA MAGDALENA CONTRERAS,,SAN BERNABE OCOTEPEC (PBLO)_LA MAGDALENA CONTRERAS,SAN BERNABÉ OCOTEPEC,19.31796,-99.25943,0387,
337,64681,65423,8358383.0,2019,Febrero,2019-02-16,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,34.0,FISICA,CADAVER,FUERO COMUN,2019.0,Febrero,2019-02-16,11:30:00,11:55:34,IZTAPALAPA,,SANTA CRUZ MEYEHUALCO (U HAB) I_IZTAPALAPA,SANTA CRUZ MEYEHUALCO,19.3433,-99.0406,1674,
338,65089,65836,8324153.0,2019,Enero,2019-01-03,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,21.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-03,20:30:00,22:06:00,XOCHIMILCO,,SAN LORENZO LA CEBADA I_XOCHIMILCO,SAN LORENZO LA CEBADA,19.2857,-99.12074,121A,
339,65358,66108,8336812.0,2019,Enero,2019-01-20,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,43.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-20,19:45:00,20:15:00,XOCHIMILCO,,SAN ANDRES AHUAYUCAN (PBLO)_XOCHIMILCO,SAN LUCAS XOCHIMANCA,19.23213,-99.10643,0758,
340,65368,66118,8336854.0,2019,Enero,2019-01-20,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,26.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-20,21:40:00,21:41:00,ALVARO OBREGON,,ACUEDUCTO_ALVARO OBREGON,ACUEDUCTO,19.39828,-99.20192,0046,
341,65980,66736,8333397.0,2019,Enero,2019-01-16,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,33.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-16,13:10:00,14:06:00,COYOACAN,,SAN FRANCISCO CULHUACAN (PBLO)_COYOACAN,SAN FRANCISCO CULHUACAN,19.33532,-99.11744,0605,
342,66121,66878,8333801.0,2019,Enero,2019-01-16,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-16,21:00:00,21:26:00,TLALPAN,,ISIDRO FABELA I (PONIENTE)_TLALPAN,ISIDRO FABELA,19.29991,-99.17594,0125,
343,66156,66914,8333912.0,2019,Enero,2019-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,40.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-17,01:20:00,02:25:00,IZTAPALAPA,,SAN JOSE (BARR)_IZTAPALAPA,CENTRAL DE ABASTO,19.37337,-99.09046,2475,
344,66421,67179,8334768.0,2019,Enero,2019-01-17,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,37.0,FISICA,CADAVER,FUERO COMUN,2019.0,Enero,2019-01-17,22:00:00,22:07:00,ALVARO OBREGON,,JALALPA (AMPL)_ALVARO OBREGON,AMPLIACIÓN JALALPA,19.37881,-99.23306,0440,
345,67006,67773,8462139.0,2019,Junio,2019-06-28,HOMICIDIO_POR_ARMA_DE_FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,CADAVER,FUERO COMUN,2019.0,Junio,2019-06-28,01:15:00,01:09:19,VENUSTIANO CARRANZA,,IGNACIO ZARAGOZA I_VENUSTIANO CARRANZA,GENERAL IGNACIO ZARAGOZA,19.41006,-99.09237,1223,
